# Radius per segment (in mm): 40.0, 30.0, 30.0, 60.0, 50.0
Timestep,Temp_Node_1,Temp_Node_2,Temp_Node_3,Temp_Node_4,Temp_Node_5,Temp_Node_6
0,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01
1,1.72587e+01,1.71078e+01,1.79975e+01,1.91437e+01,1.95851e+01,1.99909e+01
2,1.72499e+01,1.70990e+01,1.79886e+01,1.91346e+01,1.95761e+01,1.99817e+01
3,1.72411e+01,1.70902e+01,1.79797e+01,1.91256e+01,1.95670e+01,1.99726e+01
4,1.72323e+01,1.70815e+01,1.79708e+01,1.91166e+01,1.95579e+01,1.99635e+01
5,1.72235e+01,1.70727e+01,1.79619e+01,1.91076e+01,1.95488e+01,1.99543e+01
6,1.72147e+01,1.70639e+01,1.79531e+01,1.90985e+01,1.95398e+01,1.99452e+01
7,1.72059e+01,1.70552e+01,1.79442e+01,1.90895e+01,1.95307e+01,1.99361e+01
8,1.71972e+01,1.70464e+01,1.79354e+01,1.90806e+01,1.95217e+01,1.99270e+01
9,1.71884e+01,1.70377e+01,1.79265e+01,1.90716e+01,1.95126e+01,1.99179e+01
10,1.71797e+01,1.70290e+01,1.79177e+01,1.90626e+01,1.95036e+01,1.99089e+01
11,1.71710e+01,1.70203e+01,1.79089e+01,1.90537e+01,1.94946e+01,1.98998e+01
12,1.71623e+01,1.70116e+01,1.79001e+01,1.90448e+01,1.94856e+01,1.98908e+01
13,1.71536e+01,1.70029e+01,1.78913e+01,1.90358e+01,1.94767e+01,1.98818e+01
14,1.71449e+01,1.69943e+01,1.78826e+01,1.90270e+01,1.94677e+01,1.98728e+01
15,1.71363e+01,1.69857e+01,1.78739e+01,1.90181e+01,1.94588e+01,1.98638e+01
16,1.71277e+01,1.69771e+01,1.78651e+01,1.90092e+01,1.94499e+01,1.98549e+01
17,1.71191e+01,1.69685e+01,1.78565e+01,1.90004e+01,1.94410e+01,1.98460e+01
