# Radius per segment (in mm): 30.0, 10.0, 40.0, 30.0, 20.0
Timestep,Temp_Node_1,Temp_Node_2,Temp_Node_3,Temp_Node_4,Temp_Node_5,Temp_Node_6
0,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01
1,1.26418e+01,1.24532e+01,1.66175e+01,1.70524e+01,1.82950e+01,1.99754e+01
2,1.26446e+01,1.24560e+01,1.66205e+01,1.70554e+01,1.82981e+01,1.99786e+01
3,1.26626e+01,1.24739e+01,1.66394e+01,1.70744e+01,1.83174e+01,1.99983e+01
4,1.26716e+01,1.24829e+01,1.66489e+01,1.70840e+01,1.83272e+01,2.00084e+01
5,1.26561e+01,1.24675e+01,1.66325e+01,1.70676e+01,1.83105e+01,1.99912e+01
6,1.26229e+01,1.24343e+01,1.65974e+01,1.70323e+01,1.82746e+01,1.99545e+01
7,1.25950e+01,1.24066e+01,1.65681e+01,1.70027e+01,1.82445e+01,1.99238e+01
8,1.25908e+01,1.24024e+01,1.65636e+01,1.69982e+01,1.82400e+01,1.99191e+01
9,1.26067e+01,1.24182e+01,1.65803e+01,1.70151e+01,1.82571e+01,1.99366e+01
10,1.26205e+01,1.24320e+01,1.65950e+01,1.70299e+01,1.82721e+01,1.99520e+01
11,1.26125e+01,1.24240e+01,1.65865e+01,1.70212e+01,1.82633e+01,1.99430e+01
12,1.25823e+01,1.23938e+01,1.65546e+01,1.69892e+01,1.82307e+01,1.99097e+01
13,1.25504e+01,1.23621e+01,1.65210e+01,1.69554e+01,1.81964e+01,1.98746e+01
14,1.25389e+01,1.23506e+01,1.65088e+01,1.69431e+01,1.81839e+01,1.98617e+01
15,1.25507e+01,1.23623e+01,1.65213e+01,1.69557e+01,1.81967e+01,1.98749e+01
16,1.25678e+01,1.23794e+01,1.65393e+01,1.69738e+01,1.82152e+01,1.98938e+01
17,1.25670e+01,1.23786e+01,1.65385e+01,1.69730e+01,1.82143e+01,1.98929e+01
18,1.25417e+01,1.23533e+01,1.65117e+01,1.69461e+01,1.81869e+01,1.98649e+01
19,1.25077e+01,1.23195e+01,1.64759e+01,1.69100e+01,1.81503e+01,1.98274e+01
20,1.24890e+01,1.23008e+01,1.64562e+01,1.68902e+01,1.81301e+01,1.98068e+01
21,1.24954e+01,1.23071e+01,1.64629e+01,1.68969e+01,1.81370e+01,1.98138e+01
22,1.25136e+01,1.23254e+01,1.64821e+01,1.69163e+01,1.81566e+01,1.98339e+01
23,1.25196e+01,1.23313e+01,1.64884e+01,1.69226e+01,1.81631e+01,1.98405e+01
24,1.25005e+01,1.23122e+01,1.64682e+01,1.69023e+01,1.81424e+01,1.98194e+01
25,1.24665e+01,1.22783e+01,1.64324e+01,1.68662e+01,1.81057e+01,1.97819e+01
26,1.24415e+01,1.22535e+01,1.64060e+01,1.68397e+01,1.80788e+01,1.97544e+01
27,1.24412e+01,1.22532e+01,1.64057e+01,1.68394e+01,1.80785e+01,1.97540e+01
