# Radius per segment (in mm): 30.0, 11.0, 49.0, 30.0, 82.0
Timestep,Temp_Node_1,Temp_Node_2,Temp_Node_3,Temp_Node_4,Temp_Node_5,Temp_Node_6
0,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01,2.00000e+01
1,1.47232e+01,1.45290e+01,1.81529e+01,1.84782e+01,1.98866e+01,1.99983e+01
2,1.47231e+01,1.45290e+01,1.81528e+01,1.84781e+01,1.98865e+01,1.99982e+01
3,1.47239e+01,1.45298e+01,1.81537e+01,1.84790e+01,1.98874e+01,1.99991e+01
4,1.47243e+01,1.45301e+01,1.81540e+01,1.84793e+01,1.98877e+01,1.99994e+01
5,1.47231e+01,1.45289e+01,1.81528e+01,1.84781e+01,1.98864e+01,1.99982e+01
6,1.47208e+01,1.45267e+01,1.81504e+01,1.84757e+01,1.98840e+01,1.99957e+01
7,1.47188e+01,1.45247e+01,1.81484e+01,1.84736e+01,1.98819e+01,1.99936e+01
8,1.47183e+01,1.45242e+01,1.81478e+01,1.84731e+01,1.98814e+01,1.99931e+01
9,1.47190e+01,1.45249e+01,1.81486e+01,1.84738e+01,1.98821e+01,1.99938e+01
10,1.47197e+01,1.45255e+01,1.81492e+01,1.84745e+01,1.98828e+01,1.99945e+01
11,1.47189e+01,1.45248e+01,1.81484e+01,1.84737e+01,1.98820e+01,1.99937e+01
12,1.47168e+01,1.45227e+01,1.81462e+01,1.84715e+01,1.98797e+01,1.99914e+01
13,1.47146e+01,1.45205e+01,1.81439e+01,1.84692e+01,1.98774e+01,1.99891e+01
14,1.47137e+01,1.45195e+01,1.81429e+01,1.84682e+01,1.98764e+01,1.99881e+01
15,1.47141e+01,1.45200e+01,1.81434e+01,1.84687e+01,1.98769e+01,1.99886e+01
16,1.47149e+01,1.45208e+01,1.81443e+01,1.84695e+01,1.98777e+01,1.99894e+01
17,1.47146e+01,1.45205e+01,1.81440e+01,1.84692e+01,1.98774e+01,1.99891e+01
18,1.47128e+01,1.45187e+01,1.81421e+01,1.84673e+01,1.98755e+01,1.99872e+01
19,1.47105e+01,1.45164e+01,1.81396e+01,1.84649e+01,1.98730e+01,1.99847e+01
20,1.47091e+01,1.45150e+01,1.81382e+01,1.84634e+01,1.98715e+01,1.99832e+01
21,1.47093e+01,1.45151e+01,1.81383e+01,1.84635e+01,1.98716e+01,1.99833e+01
22,1.47101e+01,1.45160e+01,1.81392e+01,1.84645e+01,1.98726e+01,1.99843e+01
23,1.47102e+01,1.45161e+01,1.81393e+01,1.84646e+01,1.98727e+01,1.99844e+01
24,1.47088e+01,1.45147e+01,1.81379e+01,1.84631e+01,1.98712e+01,1.99829e+01
25,1.47065e+01,1.45124e+01,1.81354e+01,1.84606e+01,1.98687e+01,1.99804e+01
26,1.47047e+01,1.45106e+01,1.81336e+01,1.84588e+01,1.98668e+01,1.99784e+01
27,1.47044e+01,1.45103e+01,1.81333e+01,1.84585e+01,1.98665e+01,1.99782e+01
28,1.47052e+01,1.45111e+01,1.81341e+01,1.84593e+01,1.98673e+01,1.99790e+01
29,1.47057e+01,1.45116e+01,1.81346e+01,1.84598e+01,1.98678e+01,1.99795e+01
30,1.47047e+01,1.45106e+01,1.81336e+01,1.84588e+01,1.98668e+01,1.99785e+01
31,1.47025e+01,1.45084e+01,1.81313e+01,1.84564e+01,1.98644e+01,1.99761e+01
32,1.47004e+01,1.45064e+01,1.81291e+01,1.84543e+01,1.98622e+01,1.99739e+01
33,1.46997e+01,1.45056e+01,1.81283e+01,1.84535e+01,1.98614e+01,1.99731e+01
34,1.47003e+01,1.45063e+01,1.81290e+01,1.84542e+01,1.98621e+01,1.99737e+01
35,1.47010e+01,1.45070e+01,1.81297e+01,1.84549e+01,1.98628e+01,1.99745e+01
36,1.47005e+01,1.45064e+01,1.81292e+01,1.84543e+01,1.98623e+01,1.99739e+01
37,1.46985e+01,1.45045e+01,1.81271e+01,1.84523e+01,1.98601e+01,1.99718e+01
38,1.46963e+01,1.45022e+01,1.81247e+01,1.84499e+01,1.98577e+01,1.99694e+01
39,1.46951e+01,1.45010e+01,1.81235e+01,1.84487e+01,1.98565e+01,1.99681e+01
40,1.46954e+01,1.45014e+01,1.81238e+01,1.84490e+01,1.98568e+01,1.99685e+01
41,1.46963e+01,1.45022e+01,1.81247e+01,1.84499e+01,1.98577e+01,1.99694e+01
42,1.46962e+01,1.45021e+01,1.81246e+01,1.84498e+01,1.98576e+01,1.99693e+01
43,1.46946e+01,1.45005e+01,1.81229e+01,1.84481e+01,1.98559e+01,1.99675e+01
44,1.46922e+01,1.44982e+01,1.81205e+01,1.84456e+01,1.98534e+01,1.99650e+01
45,1.46906e+01,1.44966e+01,1.81188e+01,1.84439e+01,1.98517e+01,1.99633e+01
46,1.46906e+01,1.44965e+01,1.81188e+01,1.84439e+01,1.98516e+01,1.99633e+01
47,1.46914e+01,1.44974e+01,1.81197e+01,1.84448e+01,1.98525e+01,1.99642e+01
48,1.46917e+01,1.44977e+01,1.81200e+01,1.84451e+01,1.98528e+01,1.99645e+01
49,1.46905e+01,1.44965e+01,1.81187e+01,1.84438e+01,1.98515e+01,1.99632e+01
50,1.46882e+01,1.44942e+01,1.81163e+01,1.84414e+01,1.98491e+01,1.99607e+01
51,1.46863e+01,1.44922e+01,1.81143e+01,1.84394e+01,1.98470e+01,1.99587e+01
52,1.46858e+01,1.44918e+01,1.81138e+01,1.84389e+01,1.98465e+01,1.99581e+01
53,1.46865e+01,1.44925e+01,1.81145e+01,1.84396e+01,1.98473e+01,1.99589e+01
54,1.46871e+01,1.44931e+01,1.81151e+01,1.84403e+01,1.98479e+01,1.99596e+01
55,1.46864e+01,1.44923e+01,1.81143e+01,1.84395e+01,1.98471e+01,1.99587e+01
56,1.46843e+01,1.44902e+01,1.81121e+01,1.84372e+01,1.98448e+01,1.99565e+01
57,1.46821e+01,1.44880e+01,1.81098e+01,1.84349e+01,1.98425e+01,1.99541e+01
58,1.46811e+01,1.44871e+01,1.81089e+01,1.84340e+01,1.98415e+01,1.99531e+01
59,1.46816e+01,1.44876e+01,1.81094e+01,1.84345e+01,1.98420e+01,1.99537e+01
60,1.46824e+01,1.44884e+01,1.81102e+01,1.84353e+01,1.98429e+01,1.99545e+01
61,1.46821e+01,1.44881e+01,1.81099e+01,1.84350e+01,1.98425e+01,1.99542e+01
62,1.46803e+01,1.44863e+01,1.81080e+01,1.84331e+01,1.98406e+01,1.99522e+01
63,1.46780e+01,1.44839e+01,1.81055e+01,1.84306e+01,1.98381e+01,1.99497e+01
64,1.46766e+01,1.44826e+01,1.81041e+01,1.84292e+01,1.98366e+01,1.99483e+01
65,1.46768e+01,1.44827e+01,1.81043e+01,1.84293e+01,1.98368e+01,1.99484e+01
66,1.46776e+01,1.44836e+01,1.81052e+01,1.84303e+01,1.98377e+01,1.99494e+01
67,1.46777e+01,1.44837e+01,1.81053e+01,1.84304e+01,1.98378e+01,1.99495e+01
68,1.46763e+01,1.44823e+01,1.81038e+01,1.84288e+01,1.98363e+01,1.99479e+01
69,1.46739e+01,1.44799e+01,1.81013e+01,1.84264e+01,1.98338e+01,1.99454e+01
70,1.46722e+01,1.44782e+01,1.80995e+01,1.84245e+01,1.98319e+01,1.99435e+01
71,1.46719e+01,1.44779e+01,1.80992e+01,1.84243e+01,1.98316e+01,1.99433e+01
72,1.46728e+01,1.44787e+01,1.81001e+01,1.84251e+01,1.98325e+01,1.99441e+01
73,1.46732e+01,1.44792e+01,1.81005e+01,1.84256e+01,1.98330e+01,1.99446e+01
74,1.46722e+01,1.44782e+01,1.80995e+01,1.84245e+01,1.98319e+01,1.99435e+01
75,1.46700e+01,1.44760e+01,1.80972e+01,1.84222e+01,1.98295e+01,1.99411e+01
76,1.46679e+01,1.44739e+01,1.80950e+01,1.84200e+01,1.98273e+01,1.99389e+01
77,1.46672e+01,1.44732e+01,1.80943e+01,1.84193e+01,1.98266e+01,1.99382e+01
78,1.46679e+01,1.44739e+01,1.80949e+01,1.84200e+01,1.98272e+01,1.99389e+01
79,1.46686e+01,1.44746e+01,1.80957e+01,1.84207e+01,1.98280e+01,1.99396e+01
